user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	aa_percent	translation_table	red_value	warnings
MAG501	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__	Placement	taxonomic classification fully defined by topology	GCF_001519075.1, s__Novosphingobium fuchskuhlense, 95.0, 85.37, 0.74; GCF_900117425.1, s__Novosphingobium sp900117425, 95.0, 84.86, 0.69; GCA_002336885.1, s__Novosphingobium sp002336885, 95.0, 80.18, 0.37; GCA_001725355.1, s__Novosphingobium sp001725355, 95.0, 80.12, 0.4; GCA_002256985.1, s__Novosphingobium sp002256985, 95.0, 80.08, 0.42; GCF_000013325.1, s__Novosphingobium aromaticivorans, 95.0, 79.98, 0.41; GCF_000807925.1, s__Novosphingobium subterraneum, 95.0, 79.79, 0.38; GCF_001590965.1, s__Novosphingobium lentum, 95.0, 79.69, 0.41; GCF_900176395.1, s__Novosphingobium sp900176395, 95.0, 79.53, 0.38; GCF_003208305.1, s__Novosphingobium sp003208305, 95.0, 79.42, 0.35; GCF_003171715.1, s__Novosphingobium sp003171715, 95.0, 79.38, 0.45; GCF_001598375.1, s__Novosphingobium capsulatum, 95.0, 79.33, 0.39; GCF_002813245.1, s__Novosphingobium kunmingense, 95.0, 79.07, 0.38; GCF_002855555.1, s__Novosphingobium sp002855555, 95.0, 79.02, 0.39; GCF_001590985.1, s__Novosphingobium naphthalenivorans, 95.0, 78.94, 0.31; GCF_900113255.1, s__Novosphingobium sp900113255, 95.0, 78.88, 0.3; GCF_002556635.1, s__Novosphingobium sp002556635, 95.0, 78.85, 0.31; GCA_002256775.1, s__Novosphingobium sp002256775, 95.0, 78.83, 0.35; GCF_002149965.1, s__Novosphingobium panipatense, 95.0, 78.77, 0.29; GCA_002440635.1, s__Novosphingobium sp002440635, 95.0, 78.76, 0.35; GCF_000281975.1, s__Novosphingobium sp000281975, 95.0, 78.72, 0.31; GCA_002454125.1, s__Novosphingobium sp002454125, 95.0, 78.7, 0.44; GCF_001742225.1, s__Novosphingobium resinovorum, 95.0, 78.69, 0.35; GCF_000802225.1, s__Novosphingobium malaysiense, 95.0, 78.67, 0.27; GCF_000192575.1, s__Novosphingobium nitrogenifigens, 95.0, 78.66, 0.32; GCF_001519055.1, s__Novosphingobium sp001519055, 95.0, 78.65, 0.35; GCF_000253255.1, s__Novosphingobium sp000253255, 95.0, 78.63, 0.3; GCF_900168325.1, s__Novosphingobium mathurense, 95.0, 78.63, 0.26; GCF_000445125.1, s__Novosphingobium lindaniclasticum, 95.0, 78.63, 0.26; GCF_001298105.1, s__Novosphingobium sp001298105, 95.0, 78.57, 0.29; GCF_000767465.1, s__Novosphingobium pentaromativorans, 95.0, 78.53, 0.29; GCF_001046635.1, s__Novosphingobium barchaimii, 95.0, 78.44, 0.27; GCF_001519065.1, s__Novosphingobium sp001519065, 95.0, 78.43, 0.35; GCF_000813185.1, s__Novosphingobium sp000813185, 95.0, 78.38, 0.29; GCF_002896965.1, s__Novosphingobium guangzhouense, 95.0, 78.37, 0.26; GCF_000876675.1, s__Novosphingobium sp000876675, 95.0, 78.35, 0.28; GCF_001295795.1, s__Novosphingobium sp001295795, 95.0, 78.32, 0.3; GCF_002198665.1, s__Novosphingobium sp002198665, 95.0, 78.27, 0.36; GCF_000429005.1, s__Novosphingobium acidiphilum, 95.0, 78.26, 0.38; GCF_000272475.1, s__Novosphingobium sp000272475, 95.0, 78.26, 0.24; GCF_001598555.1, s__Novosphingobium rosa, 95.0, 78.17, 0.27; GCA_002280675.1, s__Novosphingobium sp002280675, 95.0, 78.15, 0.32; GCF_001421325.1, s__Novosphingobium sp001421325, 95.0, 78.14, 0.27; GCF_002916655.1, s__Novosphingobium sp002916655, 95.0, 78.13, 0.2; GCF_001476695.1, s__Novosphingobium barchaimii_A, 95.0, 78.1, 0.26; GCA_002684595.1, s__Novosphingobium sp002684595, 95.0, 78.07, 0.23; GCA_001898925.1, s__Novosphingobium sp001898925, 95.0, 77.85, 0.26; GCF_003208375.1, s__Novosphingobium sp003208375, 95.0, 77.76, 0.25; GCA_002336765.1, s__Novosphingobium sp002336765, 95.0, 77.56, 0.28	98.39	11	0.985713187177	N/A
MAG575	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sandarakinorhabdus;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sandarakinorhabdus;s__	Placement	taxonomic classification fully defined by topology	GCF_000331225.1, s__Sandarakinorhabdus sp000331225, 95.0, 84.7, 0.75; GCA_002280855.1, s__Sandarakinorhabdus sp002280855, 95.0, 84.38, 0.74; GCF_002251755.1, s__Sandarakinorhabdus cyanobacteriorum, 95.0, 84.37, 0.72; GCF_000420765.1, s__Sandarakinorhabdus limnophila, 95.0, 84.37, 0.78; GCA_002256005.1, s__Sandarakinorhabdus sp002256005, 95.0, 80.2, 0.56; GCA_003241875.1, s__Sandarakinorhabdus sp003241875, 95.0, 79.29, 0.51; GCF_001295935.1, s__Sandarakinorhabdus sp001295935, 95.0, 79.04, 0.48; GCA_002423025.1, s__Sandarakinorhabdus sp002423025, 95.0, 78.53, 0.41	95.87	11	0.967397033017	N/A
MAG614	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sandarakinorhabdus;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sandarakinorhabdus;s__	Placement	taxonomic classification fully defined by topology	GCF_002251755.1, s__Sandarakinorhabdus cyanobacteriorum, 95.0, 80.38, 0.66; GCF_000331225.1, s__Sandarakinorhabdus sp000331225, 95.0, 80.19, 0.62; GCF_000420765.1, s__Sandarakinorhabdus limnophila, 95.0, 79.84, 0.56; GCA_002280855.1, s__Sandarakinorhabdus sp002280855, 95.0, 79.71, 0.62; GCA_002256005.1, s__Sandarakinorhabdus sp002256005, 95.0, 78.77, 0.53; GCA_003241875.1, s__Sandarakinorhabdus sp003241875, 95.0, 77.52, 0.39; GCA_002423025.1, s__Sandarakinorhabdus sp002423025, 95.0, 77.41, 0.37; GCF_001295935.1, s__Sandarakinorhabdus sp001295935, 95.0, 77.39, 0.36	64.58	11	0.919499649616	N/A
MAG269	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__UBA6159;s__	N/A	N/A	N/A	N/A	N/A	GCA_002422345.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__UBA6159;s__UBA6159 sp002422345	77.17	0.21	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	94.96	11	0.921468091386	N/A
MAG699	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Rubritepida;s__	N/A	N/A	N/A	N/A	N/A	GCF_000425365.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Rubritepida;s__Rubritepida flocculans	79.98	0.55	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	68.57	11	0.914148754611	N/A
MAG235	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Reyranellales;f__Reyranellaceae;g__Reyranella;s__	N/A	N/A	N/A	N/A	N/A	GCA_001767945.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Reyranellales;f__Reyranellaceae;g__Reyranella;s__Reyranella sp001767945	86.48	0.74	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Reyranellales;f__Reyranellaceae;g__Reyranella;s__	Placement	taxonomic classification fully defined by topology	GCF_001557035.1, s__Reyranella sp001557035, 95.0, 83.61, 0.65; GCA_002281855.1, s__Reyranella sp002281855, 95.0, 83.33, 0.68; GCF_900110395.1, s__Reyranella sp900110395, 95.0, 83.2, 0.75; GCA_003153415.1, s__Reyranella sp003153415, 95.0, 82.78, 0.61; GCF_000312425.1, s__Reyranella massiliensis, 95.0, 82.67, 0.65; GCA_001897995.1, s__Reyranella sp001897995, 95.0, 82.5, 0.61	97.14	11	0.977509993356	N/A
MAG696	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Reyranellales;f__Reyranellaceae;g__Enhydrobacter;s__	N/A	N/A	N/A	N/A	N/A	GCF_900167455.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Reyranellales;f__Reyranellaceae;g__Enhydrobacter;s__Enhydrobacter aerosaccus	80.5	0.59	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Reyranellales;f__Reyranellaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	64.62	11	0.930331539462	N/A
MAG412	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Azospirillales;f__Azospirillaceae;g__BOG-933;s__	N/A	N/A	N/A	N/A	N/A	GCA_003165295.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Azospirillales;f__Azospirillaceae;g__BOG-933;s__BOG-933 sp003165295	76.45	0.14	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Azospirillales;f__Azospirillaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	93.39	11	0.917407097352	N/A
MAG536	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Azospirillales;f__Azospirillaceae;g__BOG-933;s__	N/A	N/A	N/A	N/A	N/A	GCA_003165295.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Azospirillales;f__Azospirillaceae;g__BOG-933;s__BOG-933 sp003165295	78.01	0.38	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Azospirillales;f__Azospirillaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	95.58	11	0.910442843021	N/A
MAG004	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Azospirillales;f__Azospirillaceae;g__BOG-933;s__	N/A	N/A	N/A	N/A	N/A	GCA_003165295.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Azospirillales;f__Azospirillaceae;g__BOG-933;s__BOG-933 sp003165295	76.65	0.17	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Azospirillales;f__Azospirillaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	98.15	11	0.905887641201	N/A
MAG336	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Azospirillales;f__Azospirillaceae;g__BOG-933;s__	N/A	N/A	N/A	N/A	N/A	GCA_003165295.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Azospirillales;f__Azospirillaceae;g__BOG-933;s__BOG-933 sp003165295	78.36	0.26	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Azospirillales;f__Azospirillaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	85.32	11	0.902244330913	N/A
MAG522	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Paracaedibacterales;f__UBA11393;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Paracaedibacterales;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	46.92	11	0.728365879413	N/A
MAG364	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Paracaedibacterales;f__UBA11393;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Paracaedibacterales;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	93.15	11	0.720836503711	N/A
MAG030	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Paracaedibacterales;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Paracaedibacterales;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	70.48	11	0.687650966128	N/A
MAG039	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA7879;f__UBA5542;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA7879;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	94.11	11	0.730097205912	N/A
MAG147	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Fonsibacter;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Fonsibacter;s__	Placement	taxonomic classification fully defined by topology	GCA_000371845.1, s__Fonsibacter sp000371845, 95.0, 90.46, 0.66; GCA_000419485.1, s__Fonsibacter sp000419485, 95.0, 90.12, 0.7; GCA_000419465.1, s__Fonsibacter sp000419465, 95.0, 89.91, 0.63; GCA_000510845.1, s__Fonsibacter sp000510845, 95.0, 89.8, 0.63; GCA_000371825.1, s__Fonsibacter sp000371825, 95.0, 89.57, 0.6; GCA_000364545.1, s__Fonsibacter sp000364545, 95.0, 89.08, 0.56; GCF_002688585.1, s__Fonsibacter ubiquis, 95.0, 85.35, 0.83; GCA_000371745.1, s__Fonsibacter sp000371745, 95.0, 84.15, 0.48	74.62	11	0.988335245047	N/A
MAG695	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Fonsibacter;s__	N/A	N/A	N/A	N/A	N/A	GCA_000371745.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Fonsibacter;s__Fonsibacter sp000371745	90.1	0.43	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Fonsibacter;s__	Placement	taxonomic classification fully defined by topology	GCA_000371845.1, s__Fonsibacter sp000371845, 95.0, 85.13, 0.45; GCA_000371825.1, s__Fonsibacter sp000371825, 95.0, 84.86, 0.51; GCA_000419485.1, s__Fonsibacter sp000419485, 95.0, 84.74, 0.45; GCA_000419465.1, s__Fonsibacter sp000419465, 95.0, 84.34, 0.67; GCA_000364545.1, s__Fonsibacter sp000364545, 95.0, 83.98, 0.57; GCA_000510845.1, s__Fonsibacter sp000510845, 95.0, 83.76, 0.59; GCF_002688585.1, s__Fonsibacter ubiquis, 95.0, 82.91, 0.81	52.74	11	0.973609605714	N/A
MAG674	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	78.89	11	0.63444682132	N/A
MAG464	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	47.32	11	0.593391544132	N/A
MAG290	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	60.73	11	0.585784064223	N/A
MAG303	d__Bacteria;p__Dependentiae;c__Babeliae;o__Babeliales;f__GCA-2401785;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Dependentiae;c__Babeliae;o__Babeliales;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	56.21	11	0.752535207023	N/A
MAG676	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfatirhabdiaceae;g__RAAP-1;s__	N/A	N/A	N/A	N/A	N/A	GCA_001443525.1	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfatirhabdiaceae;g__RAAP-1;s__RAAP-1 sp001443525	77.25	0.15	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfatirhabdiaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	92.62	11	0.898518124234	N/A
MAG506	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__FEN-1160;s__	N/A	N/A	N/A	N/A	N/A	GCA_003142835.1	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__FEN-1160;s__FEN-1160 sp003142835	84.01	0.54	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	92.38	11	0.959506550745	N/A
MAG276	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA5619;g__UBA5619;s__	N/A	N/A	N/A	N/A	N/A	GCA_001873745.1	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA5619;g__UBA5619;s__UBA5619 sp001873745	85.44	0.33	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA5619;g__UBA5619;s__	Placement	taxonomic classification fully defined by topology	GCA_003141195.1, s__UBA5619 sp003141195, 95.0, 82.46, 0.29; GCA_002423465.1, s__UBA5619 sp002423465, 95.0, 80.33, 0.21; GCA_001830835.1, s__UBA5619 sp001830835, 95.0, 79.95, 0.2; GCA_002424545.1, s__UBA5619 sp002424545, 95.0, 79.05, 0.17; GCA_001829875.1, s__UBA5619 sp001829875, 95.0, 78.76, 0.13	53.95	11	0.968207037971	N/A
MAG080	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA2185;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	96.37	11	0.803252494531	N/A
MAG331	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA8958;g__UBA8958;s__	N/A	N/A	N/A	N/A	N/A	GCA_003451635.1	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA8958;g__UBA8958;s__UBA8958 sp003451635	86.76	0.51	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	66.43	11	0.962846270173	N/A
MAG655	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA8958;g__UBA8958;s__	N/A	N/A	N/A	N/A	N/A	GCA_003451635.1	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA8958;g__UBA8958;s__UBA8958 sp003451635	84.6	0.47	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	67.16	11	0.956016000058	N/A
MAG300	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Desulfobacterota;c__;o__;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	68.37	11	0.556234960984	N/A
MAG312	d__Bacteria;p__Desulfobacterota;c__BSN033;o__BSN033;f__UBA1163;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Desulfobacterota;c__BSN033;o__BSN033;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	87.48	11	0.785390073605	N/A
MAG713	d__Bacteria;p__Desulfobacterota;c__Syntrophorhabdia;o__Syntrophorhabdales;f__Syntrophorhabdaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Desulfobacterota;c__Syntrophorhabdia;o__Syntrophorhabdales;f__Syntrophorhabdaceae;g__;s__	Placement	taxonomic classification fully defined by topology	N/A	71.92	11	0.815623346952	N/A
MAG719	d__Bacteria;p__Desulfobacterota;c__Syntrophorhabdia;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Desulfobacterota;c__;o__;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	76.43	11	0.438139537512	N/A
MAG092	d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__Desulfomonilales;f__Desulfomonilaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	95.12	11	0.831900204732	N/A
MAG373	d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__Desulfomonilales;f__Desulfomonilaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	GCF_000266945.1	d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__Desulfomonilales;f__Desulfomonilaceae;g__Desulfomonile;s__Desulfomonile tiedjei	76.86	0.05	d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	95.63	11	0.829270176864	N/A
MAG722	d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__Desulfomonilales;f__Desulfomonilaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	78.49	11	0.806106628669	N/A
MAG008	d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__;s__	Placement	taxonomic classification fully defined by topology	N/A	59.96	11	0.780194093549	N/A
MAG647	d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Geobacterales;f__Pelobacteraceae;g__Pelobacter_C;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Geobacterales;f__Pelobacteraceae;g__Pelobacter_C;s__	Placement	taxonomic classification fully defined by topology	N/A	56.81	11	0.916252740368	N/A
MAG431	d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Geobacterales;f__Pelobacteraceae;g__UBA8499;s__	N/A	N/A	N/A	N/A	N/A	GCA_001802645.1	d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Geobacterales;f__Pelobacteraceae;g__UBA8499;s__UBA8499 sp001802645	78.09	0.24	d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Geobacterales;f__Pelobacteraceae;g__UBA8499;s__	Placement	taxonomic classification fully defined by topology	GCA_001802125.1, s__UBA8499 sp001802125, 95.0, 77.21, 0.14	97.06	11	0.957711520058	N/A
MAG232	d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Geobacterales;f__Pelobacteraceae;g__UBA8499;s__	N/A	N/A	N/A	N/A	N/A	GCA_001802645.1	d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Geobacterales;f__Pelobacteraceae;g__UBA8499;s__UBA8499 sp001802645	77.26	0.3	d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Geobacterales;f__Pelobacteraceae;g__UBA8499;s__	Placement	taxonomic classification fully defined by topology	GCA_001802125.1, s__UBA8499 sp001802125, 95.0, 76.14, 0.12	72.98	11	0.953615673116	N/A
MAG679	d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Geobacterales;f__Pelobacteraceae;g__UBA8499;s__	N/A	N/A	N/A	N/A	N/A	GCA_001802645.1	d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Geobacterales;f__Pelobacteraceae;g__UBA8499;s__UBA8499 sp001802645	77.22	0.2	d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Geobacterales;f__Pelobacteraceae;g__UBA8499;s__	Placement	taxonomic classification fully defined by topology	GCA_001802125.1, s__UBA8499 sp001802125, 95.0, 77.59, 0.21	93.45	11	0.930760811492	N/A
MAG681	d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Geobacterales;f__Pelobacteraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Geobacterales;f__Pelobacteraceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	98.02	11	0.895638549854	N/A
MAG482	d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Geobacterales;f__Pelobacteraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Geobacterales;f__Pelobacteraceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	54.96	11	0.894269309391	N/A
MAG165	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Palsa-1315;s__	N/A	N/A	N/A	N/A	N/A	GCA_002869885.1	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Palsa-1315;s__Palsa-1315 sp002869885	91.43	0.79	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Palsa-1315;s__	Placement	taxonomic classification fully defined by topology	GCA_003135435.1, s__Palsa-1315 sp003135435, 95.0, 84.36, 0.65; GCA_002869925.1, s__Palsa-1315 sp002869925, 95.0, 82.08, 0.6; GCA_002869895.1, s__Palsa-1315 sp002869895, 95.0, 80.68, 0.56; GCA_002737345.1, s__Palsa-1315 sp002737345, 95.0, 79.69, 0.63	97.3	11	0.989933917005	N/A
MAG072	d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Methylomirabilales;f__2-02-FULL-66-22;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_001771285.1	d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Methylomirabilales;f__2-02-FULL-66-22;g__2-02-FULL-66-22;s__2-02-FULL-66-22 sp001771285	78.53	0.32	d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Methylomirabilales;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	71.59	11	0.852073264985	Genome has more than 15.0% of markers with multiple hits
